HomeTeam,AwayTeam,HomeGoalCount,AwayGoalCount,BTTS,OverUnder
Eastbourne Borough,Worthing,0,0,0,0
Farnborough,Havant & Waterlooville,0,0,0,0
Hampton & Richmond,Slough Town,0,0,0,0
Hemel Hempstead Town,St Albans City,0,0,0,0
Maidstone United,Tonbridge Angels,0,0,0,0
Truro City,Torquay United,0,0,0,0
Weymouth,Weston-super-Mare,0,0,0,0
Alfreton Town,Chorley,0,0,0,0
Banbury United,Peterborough Sports,0,0,0,0
Bishop's Stortford,Blyth Spartans,0,0,0,0
Chester,Rushall Olympic,0,0,0,0
Curzon Ashton,Farsley Celtic,0,0,0,0
Gloucester City,Southport,0,0,0,0
King's Lynn Town,Darlington,0,0,0,0
Scarborough Athletic,Hereford,0,0,0,0
Scunthorpe United,Boston United,0,0,0,0
South Shields FC,Warrington Town,0,0,0,0
Spennymoor Town,Brackley Town,0,0,0,0
Tamworth,Buxton,0,0,0,0
Braintree Town,Hampton & Richmond,0,0,0,0
Chippenham Town,Hemel Hempstead Town,0,0,0,0
Dover Athletic,Truro City,0,0,0,0
Havant & Waterlooville,Maidstone United,0,0,0,0
Slough Town,Taunton Town,0,0,0,0
St Albans City,Farnborough,0,0,0,0
Tonbridge Angels,Weymouth,0,0,0,0
Yeovil Town,Bath City,0,0,0,0
Torquay United,Eastbourne Borough,0,0,0,0
Welling United,Aveley,0,0,0,0
Weston-super-Mare,Dartford,0,0,0,0
Worthing,Chelmsford City,0,0,0,0
Boston United,Curzon Ashton,0,0,0,0
Brackley Town,Scunthorpe United,0,0,0,0
Chorley,Gloucester City,0,0,0,0
Darlington,Tamworth,0,0,0,0
Farsley Celtic,Scarborough Athletic,0,0,0,0
Hereford,South Shields FC,0,0,0,0
Peterborough Sports,Chester,0,0,0,0
Rushall Olympic,Spennymoor Town,0,0,0,0
Southport,Bishop's Stortford,0,0,0,0
Warrington Town,Alfreton Town,0,0,0,0
Aveley,Yeovil Town,0,0,0,0
Bath City,Braintree Town,0,0,0,0
Chelmsford City,Weston-super-Mare,0,0,0,0
Dartford,Chippenham Town,0,0,0,0
Eastbourne Borough,St Albans City,0,0,0,0
Farnborough,Welling United,0,0,0,0
Hampton & Richmond,Havant & Waterlooville,0,0,0,0
Hemel Hempstead Town,Tonbridge Angels,0,0,0,0
Maidstone United,Torquay United,0,0,0,0
Taunton Town,Dover Athletic,0,0,0,0
Truro City,Worthing,0,0,0,0
Weymouth,Slough Town,0,0,0,0
Blyth Spartans,Banbury United,0,0,0,0
Buxton,King's Lynn Town,0,0,0,0
Alfreton Town,South Shields FC,0,0,0,0
Boston United,Buxton,0,0,0,0
Brackley Town,Chorley,0,0,0,0
Chester,Bishop's Stortford,0,0,0,0
Curzon Ashton,Darlington,0,0,0,0
Farsley Celtic,Rushall Olympic,0,0,0,0
Gloucester City,Blyth Spartans,0,0,0,0
Hereford,King's Lynn Town,0,0,0,0
Scarborough Athletic,Peterborough Sports,0,0,0,0
Scunthorpe United,Tamworth,0,0,0,0
Spennymoor Town,Banbury United,0,0,0,0
Warrington Town,Southport,0,0,0,0
Aveley,Chippenham Town,0,0,0,0
Bath City,Dartford,0,0,0,0
Braintree Town,Taunton Town,0,0,0,0
Farnborough,Chelmsford City,0,0,0,0
Hampton & Richmond,Eastbourne Borough,0,0,0,0
Havant & Waterlooville,Weston-super-Mare,0,0,0,0
Slough Town,Maidstone United,0,0,0,0
Tonbridge Angels,Worthing,0,0,0,0
Torquay United,Dover Athletic,0,0,0,0
Welling United,Truro City,0,0,0,0
Weymouth,St Albans City,0,0,0,0
Yeovil Town,Hemel Hempstead Town,0,0,0,0
Chelmsford City,Welling United,0,0,0,0
Banbury United,Gloucester City,0,0,0,0
Bishop's Stortford,Brackley Town,0,0,0,0
Blyth Spartans,Scarborough Athletic,0,0,0,0
Buxton,Warrington Town,0,0,0,0
Chorley,Chester,0,0,0,0
Darlington,Scunthorpe United,0,0,0,0
King's Lynn Town,Curzon Ashton,0,0,0,0
Peterborough Sports,Alfreton Town,0,0,0,0
Rushall Olympic,Hereford,0,0,0,0
South Shields FC,Farsley Celtic,0,0,0,0
Southport,Spennymoor Town,0,0,0,0
Tamworth,Boston United,0,0,0,0
Hampton & Richmond,Dartford,0,0,0,0
Chippenham Town,Torquay United,0,0,0,0
Dover Athletic,Tonbridge Angels,0,0,0,0
Eastbourne Borough,Aveley,0,0,0,0
Maidstone United,Braintree Town,0,0,0,0
St Albans City,Havant & Waterlooville,0,0,0,0
Taunton Town,Weymouth,0,0,0,0
Truro City,Yeovil Town,0,0,0,0
Weston-super-Mare,Bath City,0,0,0,0
Worthing,Slough Town,0,0,0,0
Hemel Hempstead Town,Farnborough,0,0,0,0
Hampton & Richmond,Chelmsford City,0,0,0,0
Banbury United,Scarborough Athletic,0,0,0,0
Bishop's Stortford,Gloucester City,0,0,0,0
Blyth Spartans,Warrington Town,0,0,0,0
Buxton,Brackley Town,0,0,0,0
Chorley,Farsley Celtic,0,0,0,0
Darlington,Hereford,0,0,0,0
King's Lynn Town,Chester,0,0,0,0
Peterborough Sports,Scunthorpe United,0,0,0,0
Rushall Olympic,Curzon Ashton,0,0,0,0
South Shields FC,Boston United,0,0,0,0
Southport,Alfreton Town,0,0,0,0
Tamworth,Spennymoor Town,0,0,0,0
Chippenham Town,Havant & Waterlooville,0,0,0,0
Dartford,Weymouth,0,0,0,0
Dover Athletic,Slough Town,0,0,0,0
Eastbourne Borough,Farnborough,0,0,0,0
Maidstone United,Bath City,0,0,0,0
St Albans City,Yeovil Town,0,0,0,0
Taunton Town,Aveley,0,0,0,0
Truro City,Braintree Town,0,0,0,0
Weston-super-Mare,Tonbridge Angels,0,0,0,0
Worthing,Torquay United,0,0,0,0
Hemel Hempstead Town,Welling United,0,0,0,0
Maidstone United,Yeovil Town,0,0,0,0
Alfreton Town,Tamworth,0,0,0,0
Boston United,Southport,0,0,0,0
Brackley Town,Darlington,0,0,0,0
Chester,Banbury United,0,0,0,0
Curzon Ashton,Buxton,0,0,0,0
Farsley Celtic,Bishop's Stortford,0,0,0,0
Gloucester City,King's Lynn Town,0,0,0,0
Hereford,Blyth Spartans,0,0,0,0
Scarborough Athletic,South Shields FC,0,0,0,0
Scunthorpe United,Rushall Olympic,0,0,0,0
Spennymoor Town,Peterborough Sports,0,0,0,0
Warrington Town,Chorley,0,0,0,0
Aveley,Worthing,0,0,0,0
Bath City,Eastbourne Borough,0,0,0,0
Braintree Town,Dover Athletic,0,0,0,0
Farnborough,Dartford,0,0,0,0
Hampton & Richmond,Truro City,0,0,0,0
Havant & Waterlooville,Chelmsford City,0,0,0,0
Slough Town,Weston-super-Mare,0,0,0,0
Tonbridge Angels,Chippenham Town,0,0,0,0
Torquay United,St Albans City,0,0,0,0
Welling United,Taunton Town,0,0,0,0
Weymouth,Hemel Hempstead Town,0,0,0,0
Banbury United,Rushall Olympic,0,0,0,0
Bishop's Stortford,Spennymoor Town,0,0,0,0
Blyth Spartans,Buxton,0,0,0,0
Chester,Scarborough Athletic,0,0,0,0
Darlington,Alfreton Town,0,0,0,0
Gloucester City,South Shields FC,0,0,0,0
King's Lynn Town,Chorley,0,0,0,0
Peterborough Sports,Hereford,0,0,0,0
Scunthorpe United,Curzon Ashton,0,0,0,0
Southport,Brackley Town,0,0,0,0
Tamworth,Farsley Celtic,0,0,0,0
Warrington Town,Boston United,0,0,0,0
Chelmsford City,Weymouth,0,0,0,0
Chippenham Town,Braintree Town,0,0,0,0
Dartford,Aveley,0,0,0,0
Hampton & Richmond,Bath City,0,0,0,0
Havant & Waterlooville,Welling United,0,0,0,0
Maidstone United,Hemel Hempstead Town,0,0,0,0
St Albans City,Taunton Town,0,0,0,0
Tonbridge Angels,Yeovil Town,0,0,0,0
Torquay United,Slough Town,0,0,0,0
Truro City,Eastbourne Borough,0,0,0,0
Weston-super-Mare,Farnborough,0,0,0,0
Worthing,Dover Athletic,0,0,0,0
Hampton & Richmond,Aveley,0,0,0,0
Alfreton Town,King's Lynn Town,0,0,0,0
Boston United,Bishop's Stortford,0,0,0,0
Brackley Town,Peterborough Sports,0,0,0,0
Buxton,Banbury United,0,0,0,0
Chorley,Southport,0,0,0,0
Curzon Ashton,Warrington Town,0,0,0,0
Farsley Celtic,Chester,0,0,0,0
Hereford,Tamworth,0,0,0,0
Rushall Olympic,Gloucester City,0,0,0,0
Scarborough Athletic,Scunthorpe United,0,0,0,0
South Shields FC,Darlington,0,0,0,0
Spennymoor Town,Blyth Spartans,0,0,0,0
Bath City,St Albans City,0,0,0,0
Braintree Town,Torquay United,0,0,0,0
Dover Athletic,Dartford,0,0,0,0
Eastbourne Borough,Chelmsford City,0,0,0,0
Farnborough,Truro City,0,0,0,0
Slough Town,Chippenham Town,0,0,0,0
Taunton Town,Maidstone United,0,0,0,0
Welling United,Tonbridge Angels,0,0,0,0
Weymouth,Worthing,0,0,0,0
Yeovil Town,Havant & Waterlooville,0,0,0,0
Hemel Hempstead Town,Weston-super-Mare,0,0,0,0
Aveley,Maidstone United,0,0,0,0
Alfreton Town,Banbury United,0,0,0,0
Boston United,Darlington,0,0,0,0
Brackley Town,King's Lynn Town,0,0,0,0
Buxton,Gloucester City,0,0,0,0
Chorley,Tamworth,0,0,0,0
Curzon Ashton,Peterborough Sports,0,0,0,0
Farsley Celtic,Blyth Spartans,0,0,0,0
Hereford,Chester,0,0,0,0
Rushall Olympic,Bishop's Stortford,0,0,0,0
Scarborough Athletic,Southport,0,0,0,0
South Shields FC,Scunthorpe United,0,0,0,0
Spennymoor Town,Warrington Town,0,0,0,0
Bath City,Truro City,0,0,0,0
Braintree Town,Tonbridge Angels,0,0,0,0
Dover Athletic,St Albans City,0,0,0,0
Eastbourne Borough,Havant & Waterlooville,0,0,0,0
Farnborough,Torquay United,0,0,0,0
Hemel Hempstead Town,Chelmsford City,0,0,0,0
Slough Town,Dartford,0,0,0,0
Taunton Town,Chippenham Town,0,0,0,0
Welling United,Worthing,0,0,0,0
Weymouth,Hampton & Richmond,0,0,0,0
Yeovil Town,Weston-super-Mare,0,0,0,0
Banbury United,South Shields FC,0,0,0,0
Bishop's Stortford,Chorley,0,0,0,0
Blyth Spartans,Boston United,0,0,0,0
Chester,Spennymoor Town,0,0,0,0
Darlington,Buxton,0,0,0,0
Gloucester City,Scarborough Athletic,0,0,0,0
King's Lynn Town,Farsley Celtic,0,0,0,0
Peterborough Sports,Rushall Olympic,0,0,0,0
Scunthorpe United,Alfreton Town,0,0,0,0
Southport,Hereford,0,0,0,0
Tamworth,Curzon Ashton,0,0,0,0
Warrington Town,Brackley Town,0,0,0,0
Chelmsford City,Yeovil Town,0,0,0,0
Chippenham Town,Dover Athletic,0,0,0,0
Dartford,Taunton Town,0,0,0,0
Hampton & Richmond,Farnborough,0,0,0,0
Havant & Waterlooville,Bath City,0,0,0,0
Maidstone United,Weymouth,0,0,0,0
St Albans City,Welling United,0,0,0,0
Tonbridge Angels,Slough Town,0,0,0,0
Torquay United,Aveley,0,0,0,0
Truro City,Hemel Hempstead Town,0,0,0,0
Weston-super-Mare,Eastbourne Borough,0,0,0,0
Worthing,Braintree Town,0,0,0,0
Alfreton Town,Gloucester City,0,0,0,0
Boston United,Spennymoor Town,0,0,0,0
Brackley Town,Farsley Celtic,0,0,0,0
Buxton,Scarborough Athletic,0,0,0,0
Chorley,Rushall Olympic,0,0,0,0
Curzon Ashton,Hereford,0,0,0,0
Darlington,Banbury United,0,0,0,0
King's Lynn Town,South Shields FC,0,0,0,0
Scunthorpe United,Chester,0,0,0,0
Southport,Peterborough Sports,0,0,0,0
Tamworth,Blyth Spartans,0,0,0,0
Warrington Town,Bishop's Stortford,0,0,0,0
Chelmsford City,Aveley,0,0,0,0
Chippenham Town,Weston-super-Mare,0,0,0,0
Dartford,Worthing,0,0,0,0
Dover Athletic,Maidstone United,0,0,0,0
Farnborough,Yeovil Town,0,0,0,0
Slough Town,Bath City,0,0,0,0
St Albans City,Hampton & Richmond,0,0,0,0
Taunton Town,Truro City,0,0,0,0
Tonbridge Angels,Eastbourne Borough,0,0,0,0
Welling United,Braintree Town,0,0,0,0
Weymouth,Torquay United,0,0,0,0
Hemel Hempstead Town,Havant & Waterlooville,0,0,0,0
Banbury United,Southport,0,0,0,0
Bishop's Stortford,Scunthorpe United,0,0,0,0
Blyth Spartans,King's Lynn Town,0,0,0,0
Chester,Curzon Ashton,0,0,0,0
Farsley Celtic,Alfreton Town,0,0,0,0
Gloucester City,Boston United,0,0,0,0
Hereford,Chorley,0,0,0,0
Peterborough Sports,Warrington Town,0,0,0,0
Rushall Olympic,Buxton,0,0,0,0
Scarborough Athletic,Tamworth,0,0,0,0
South Shields FC,Brackley Town,0,0,0,0
Spennymoor Town,Darlington,0,0,0,0
Aveley,Weymouth,0,0,0,0
Bath City,Farnborough,0,0,0,0
Braintree Town,Slough Town,0,0,0,0
Hampton & Richmond,Chippenham Town,0,0,0,0
Havant & Waterlooville,Tonbridge Angels,0,0,0,0
Maidstone United,St Albans City,0,0,0,0
Torquay United,Dartford,0,0,0,0
Truro City,Chelmsford City,0,0,0,0
Weston-super-Mare,Dover Athletic,0,0,0,0
Worthing,Taunton Town,0,0,0,0
Yeovil Town,Welling United,0,0,0,0
Eastbourne Borough,Hemel Hempstead Town,0,0,0,0
Aveley,Tonbridge Angels,0,0,0,0
Banbury United,Boston United,0,0,0,0
Bishop's Stortford,King's Lynn Town,0,0,0,0
Blyth Spartans,Darlington,0,0,0,0
Chester,Southport,0,0,0,0
Farsley Celtic,Warrington Town,0,0,0,0
Gloucester City,Tamworth,0,0,0,0
Hereford,Alfreton Town,0,0,0,0
Peterborough Sports,Buxton,0,0,0,0
Rushall Olympic,Brackley Town,0,0,0,0
Scarborough Athletic,Curzon Ashton,0,0,0,0
South Shields FC,Chorley,0,0,0,0
Spennymoor Town,Scunthorpe United,0,0,0,0
Bath City,Hemel Hempstead Town,0,0,0,0
Braintree Town,Dartford,0,0,0,0
Eastbourne Borough,Dover Athletic,0,0,0,0
Hampton & Richmond,Welling United,0,0,0,0
Maidstone United,Chelmsford City,0,0,0,0
Torquay United,Taunton Town,0,0,0,0
Truro City,Weymouth,0,0,0,0
Weston-super-Mare,St Albans City,0,0,0,0
Worthing,Farnborough,0,0,0,0
Yeovil Town,Chippenham Town,0,0,0,0
Havant & Waterlooville,Slough Town,0,0,0,0
Alfreton Town,Bishop's Stortford,0,0,0,0
Boston United,Farsley Celtic,0,0,0,0
Brackley Town,Hereford,0,0,0,0
Buxton,South Shields FC,0,0,0,0
Chorley,Scarborough Athletic,0,0,0,0
Curzon Ashton,Spennymoor Town,0,0,0,0
Darlington,Peterborough Sports,0,0,0,0
King's Lynn Town,Rushall Olympic,0,0,0,0
Scunthorpe United,Banbury United,0,0,0,0
Southport,Blyth Spartans,0,0,0,0
Tamworth,Chester,0,0,0,0
Warrington Town,Gloucester City,0,0,0,0
Chelmsford City,Bath City,0,0,0,0
Chippenham Town,Worthing,0,0,0,0
Dartford,Maidstone United,0,0,0,0
Dover Athletic,Havant & Waterlooville,0,0,0,0
Farnborough,Aveley,0,0,0,0
Hemel Hempstead Town,Hampton & Richmond,0,0,0,0
Slough Town,Yeovil Town,0,0,0,0
St Albans City,Truro City,0,0,0,0
Taunton Town,Eastbourne Borough,0,0,0,0
Tonbridge Angels,Torquay United,0,0,0,0
Welling United,Weston-super-Mare,0,0,0,0
Weymouth,Braintree Town,0,0,0,0
Bishop's Stortford,Scarborough Athletic,0,0,0,0
Brackley Town,Alfreton Town,0,0,0,0
Chester,South Shields FC,0,0,0,0
Chorley,Boston United,0,0,0,0
Curzon Ashton,Banbury United,0,0,0,0
Hereford,Farsley Celtic,0,0,0,0
King's Lynn Town,Tamworth,0,0,0,0
Peterborough Sports,Blyth Spartans,0,0,0,0
Rushall Olympic,Darlington,0,0,0,0
Southport,Buxton,0,0,0,0
Spennymoor Town,Gloucester City,0,0,0,0
Warrington Town,Scunthorpe United,0,0,0,0
Aveley,St Albans City,0,0,0,0
Braintree Town,Yeovil Town,0,0,0,0
Chippenham Town,Welling United,0,0,0,0
Dover Athletic,Farnborough,0,0,0,0
Maidstone United,Weston-super-Mare,0,0,0,0
Slough Town,Eastbourne Borough,0,0,0,0
Taunton Town,Chelmsford City,0,0,0,0
Tonbridge Angels,Truro City,0,0,0,0
Torquay United,Hampton & Richmond,0,0,0,0
Weymouth,Havant & Waterlooville,0,0,0,0
Worthing,Bath City,0,0,0,0
Dartford,Hemel Hempstead Town,0,0,0,0
Alfreton Town,Rushall Olympic,0,0,0,0
Banbury United,Hereford,0,0,0,0
Blyth Spartans,Curzon Ashton,0,0,0,0
Boston United,Peterborough Sports,0,0,0,0
Buxton,Chester,0,0,0,0
Darlington,Chorley,0,0,0,0
Farsley Celtic,Southport,0,0,0,0
Gloucester City,Brackley Town,0,0,0,0
Scarborough Athletic,Warrington Town,0,0,0,0
Scunthorpe United,King's Lynn Town,0,0,0,0
South Shields FC,Spennymoor Town,0,0,0,0
Tamworth,Bishop's Stortford,0,0,0,0
Bath City,Weymouth,0,0,0,0
Chelmsford City,Dartford,0,0,0,0
Eastbourne Borough,Maidstone United,0,0,0,0
Farnborough,Chippenham Town,0,0,0,0
Hampton & Richmond,Tonbridge Angels,0,0,0,0
Havant & Waterlooville,Worthing,0,0,0,0
Hemel Hempstead Town,Aveley,0,0,0,0
St Albans City,Braintree Town,0,0,0,0
Truro City,Slough Town,0,0,0,0
Welling United,Dover Athletic,0,0,0,0
Weston-super-Mare,Taunton Town,0,0,0,0
Yeovil Town,Torquay United,0,0,0,0
Bishop's Stortford,Banbury United,0,0,0,0
Brackley Town,Tamworth,0,0,0,0
Chester,Alfreton Town,0,0,0,0
Chorley,Blyth Spartans,0,0,0,0
Curzon Ashton,South Shields FC,0,0,0,0
Hereford,Buxton,0,0,0,0
King's Lynn Town,Scarborough Athletic,0,0,0,0
Peterborough Sports,Gloucester City,0,0,0,0
Rushall Olympic,Boston United,0,0,0,0
Southport,Scunthorpe United,0,0,0,0
Spennymoor Town,Farsley Celtic,0,0,0,0
Warrington Town,Darlington,0,0,0,0
Aveley,Havant & Waterlooville,0,0,0,0
Braintree Town,Hemel Hempstead Town,0,0,0,0
Chippenham Town,Truro City,0,0,0,0
Dartford,Eastbourne Borough,0,0,0,0
Dover Athletic,Chelmsford City,0,0,0,0
Maidstone United,Welling United,0,0,0,0
Slough Town,St Albans City,0,0,0,0
Taunton Town,Bath City,0,0,0,0
Tonbridge Angels,Farnborough,0,0,0,0
Torquay United,Weston-super-Mare,0,0,0,0
Weymouth,Yeovil Town,0,0,0,0
Worthing,Hampton & Richmond,0,0,0,0
Alfreton Town,Curzon Ashton,0,0,0,0
Banbury United,King's Lynn Town,0,0,0,0
Blyth Spartans,Rushall Olympic,0,0,0,0
Boston United,Brackley Town,0,0,0,0
Buxton,Chorley,0,0,0,0
Darlington,Southport,0,0,0,0
Farsley Celtic,Peterborough Sports,0,0,0,0
Gloucester City,Chester,0,0,0,0
Scarborough Athletic,Spennymoor Town,0,0,0,0
Scunthorpe United,Hereford,0,0,0,0
South Shields FC,Bishop's Stortford,0,0,0,0
Tamworth,Warrington Town,0,0,0,0
Bath City,Tonbridge Angels,0,0,0,0
Chelmsford City,Slough Town,0,0,0,0
Eastbourne Borough,Weymouth,0,0,0,0
Farnborough,Maidstone United,0,0,0,0
Hampton & Richmond,Taunton Town,0,0,0,0
Havant & Waterlooville,Dartford,0,0,0,0
Hemel Hempstead Town,Dover Athletic,0,0,0,0
St Albans City,Chippenham Town,0,0,0,0
Truro City,Aveley,0,0,0,0
Welling United,Torquay United,0,0,0,0
Weston-super-Mare,Braintree Town,0,0,0,0
Yeovil Town,Worthing,0,0,0,0
Alfreton Town,Spennymoor Town,0,0,0,0
Boston United,Scarborough Athletic,0,0,0,0
Brackley Town,Chester,0,0,0,0
Buxton,Bishop's Stortford,0,0,0,0
Chorley,Banbury United,0,0,0,0
Curzon Ashton,Gloucester City,0,0,0,0
Darlington,Farsley Celtic,0,0,0,0
King's Lynn Town,Peterborough Sports,0,0,0,0
Scunthorpe United,Blyth Spartans,0,0,0,0
Southport,Rushall Olympic,0,0,0,0
Tamworth,South Shields FC,0,0,0,0
Warrington Town,Hereford,0,0,0,0
Bath City,Torquay United,0,0,0,0
Chelmsford City,Tonbridge Angels,0,0,0,0
Eastbourne Borough,Chippenham Town,0,0,0,0
Farnborough,Taunton Town,0,0,0,0
Hampton & Richmond,Dover Athletic,0,0,0,0
Havant & Waterlooville,Braintree Town,0,0,0,0
Hemel Hempstead Town,Slough Town,0,0,0,0
St Albans City,Worthing,0,0,0,0
Truro City,Maidstone United,0,0,0,0
Welling United,Weymouth,0,0,0,0
Weston-super-Mare,Aveley,0,0,0,0
Yeovil Town,Dartford,0,0,0,0
Banbury United,Tamworth,0,0,0,0
Bishop's Stortford,Curzon Ashton,0,0,0,0
Blyth Spartans,Brackley Town,0,0,0,0
Chester,Darlington,0,0,0,0
Farsley Celtic,Buxton,0,0,0,0
Gloucester City,Scunthorpe United,0,0,0,0
Hereford,Boston United,0,0,0,0
Peterborough Sports,Chorley,0,0,0,0
Rushall Olympic,Warrington Town,0,0,0,0
Scarborough Athletic,Alfreton Town,0,0,0,0
South Shields FC,Southport,0,0,0,0
Spennymoor Town,King's Lynn Town,0,0,0,0
Aveley,Bath City,0,0,0,0
Braintree Town,Eastbourne Borough,0,0,0,0
Chippenham Town,Chelmsford City,0,0,0,0
Dartford,Truro City,0,0,0,0
Dover Athletic,Yeovil Town,0,0,0,0
Maidstone United,Hampton & Richmond,0,0,0,0
Slough Town,Welling United,0,0,0,0
Taunton Town,Hemel Hempstead Town,0,0,0,0
Tonbridge Angels,St Albans City,0,0,0,0
Torquay United,Havant & Waterlooville,0,0,0,0
Weymouth,Farnborough,0,0,0,0
Worthing,Weston-super-Mare,0,0,0,0
